breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213.jpg,Manolo Blahnik,Semanado leather sneakers,€ 505,€ 342,30% off,P00831213,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Handmade in Italy Designer color name: 3538 Dkha Closure: lace-up Comes with dust bag Comes with a box P00831213 Fits large to size - we recommend trying one size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/59/P00831213_d4.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476.jpg,Christian Louboutin,Rantulow Orlato canvas sneakers,€ 585,,,P00830476,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']","Upper: fabric Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: shoe box, dust bags, presentation box Designer color name: Lace Closure: lace-up P00830476 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/33/P00830476_d4.jpg']"
"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Formal shoes', 'Derby']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077.jpg,Saint Laurent,Army leather Derby shoes,€ 650,,,P00829077,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: almond toe Made in Italy Includes: dust bags, presentation box P00829077 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00829077_d4.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471.jpg,Christian Louboutin,Alpinosol suede Chelsea boots,€ 925,,,P00830471,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Closure: elasticated sides Comes with dust bags Comes with a box P00830471 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/13/P00830471_d4.jpg']"
"['Men', 'Designers', 'John Lobb', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968.jpg,John Lobb,Bath suede loafers,"€ 1,205",,,P00829968,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']",Upper: leather Lining: leather Sole: leather insole and sole Toe shape: round toe Made in the UK Includes: shoe box Designer color name: Tobacco Comes with dust bags P00829968 True to size Half sizes please take the next size down UK sizes Consult our,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1b/P00829968_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258.jpg,Manolo Blahnik,Monaco suede loafers,€ 585,,,P00831258,"['UK 6 / EU 40', 'UK 6.5 / EU 40.5', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Handmade in Italy Designer color name: 3538 Dkha Comes with a box Comes with dust bag P00831258 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ae/P00831258_d4.jpg']"
"['Men', 'Designers', 'Berluti', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400.jpg,Berluti,Shadow sneakers,"€ 1,009",,,P00828400,"['UK 5 / EU 39', 'UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']","Upper: fabric Lining: fabric Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: shoe box, dust bags Designer color name: Beige Closure: lace-up P00828400 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/bc/P00828400_d4.jpg']"
"['Men', 'Designers', 'Burberry', 'Shoes', 'Boots', 'Hiking boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244.jpg,Burberry,Shearling-trimmed suede ankle boots,"€ 1,005",,,P00867244,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: leather Lining: shearling Sole: fabric insole, rubber sole Toe shape: round toe Made in Italy Includes: shoe box, dust bags Designer color name: Vine/Black Trim: shearling Closure: lace-up P00867244 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/40/P00867244_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228.jpg,Manolo Blahnik,Brompton suede Chelsea boots,€ 715,,,P00831228,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Handmade in Italy Includes: shoe box, dust bag Designer color name: 3538 Dkha Trim: fabric P00831228 True to size UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/74/P00831228_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Slippers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137.jpg,Manolo Blahnik,Suede slippers,€ 419,,,P00831137,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45']","Upper: leather Lining: leather Sole: leather insole and sole Toe shape: almond toe Made in Italy Includes: shoe box, dust bag Designer color name: 4109 Navy P00831137 True to size Half sizes please take the next size down UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8e/P00831137_d4.jpg']"
"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080.jpg,Bottega Veneta,Fireman Intreccio ankle boots,€ 585,,,P00863080,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: rubber Lining: rubber Sole: rubber insole and sole Toe shape: round open toe Made in Italy Includes: dust bags, presentation box P00863080 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/3d/P00863080_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246.jpg,Manolo Blahnik,Perry suede penny loafers,€ 695,,,P00831246,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: leather Lining: leather Sole: leather insole and sole Toe shape: round toe Handmade in Italy Includes: shoe box, dust bag Designer color name: 2023 Dbrw P00831246 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/28/P00831246_d4.jpg']"
